State,Year,Urbanity,Unemployment,GDP_Per_Capital,GDP,Union,Voe,BlackE,BlackM,HispanicE,HispanicM,WhiteE,WhiteM,Totalpop,StudentpopE,StudentpopM,giniE,giniM,,,,,,,
Alabama,2005,10.2,NA,39692,1.2,10.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,
Alabama,2006,8.8,NA,39922,1.2,8.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,
Alabama,2007,9.5,NA,39776,1.2,9.5,209122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,
Alabama,2008,9.8,NA,39273,1.2,9.8,196117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,
Alabama,2009,10.9,10.99167,37416,1.2,10.9,56543,1205312,1851,130220,487,3174011,629,4633360,249761,2242,0.471,0.0025,,,,,,,
Alabama,2010,10.1,10.54167,38087,1.2,10.1,64906,1226430,2309,162371,557,3188814,806,4712651,258284,2041,0.47,0.003,,,,,,,
Alabama,2011,10,9.616667,38562,1.2,10,69338,1238196,1843,173990,289,3195148,558,4747424,258361,1967,0.4701,0.0018,,,,,,,
Alabama,2012,9.2,7.983333,38687,1.2,9.2,72578,1249402,1931,182268,567,3202443,638,4777326,255665,2136,0.4705,0.0022,,,,,,,
Alabama,2013,10.7,9.616667,38954,1.1,10.7,81341,1255663,1814,188294,530,3205483,720,4799277,255674,2092,0.4729,0.0018,,,,,,,
Alabama,2014,10.8,7.216667,38585,1.1,10.8,86270,1263162,2288,191838,491,3206588,656,4817678,253992,2377,0.474,0.0023,,,,,,,
Alabama,2015,10.2,6.758333,39014,1.1,10.2,78408,1270064,2448,193492,582,3204989,779,4830620,254478,2405,0.4753,0.0023,,,,,,,
Alabama,2016,8.1,5.85,39201,1.1,8.1,91984,1275780,2392,193503,400,3204335,642,4841164,254491,2180,0.4769,0.0019,,,,,,,
Alabama,2017,7.4,4.43333333,39594,1.1,7.4,99003,1280946,2090,198375,234,3198079,826,4850771,255751,2212,0.4776,0.0019,,,,,,,
Alaska,2005,22.8,NA,67549,0.3,22.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,
Alaska,2006,22.2,NA,71845,0.3,22.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,
Alaska,2007,23.8,NA,75135,0.3,23.8,2396,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,
Alaska,2008,23.5,NA,74018,0.4,23.5,2399,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,
Alaska,2009,22.3,7.733333,79894,0.3,22.3,2265,24347,972,39661,282,448329,272,683142,45166,789,0.411,0.006,,,,,,,
Alaska,2010,22.9,7.733333,75852,0.4,22.9,2437,21519,689,38393,633,444238,808,691189,45235,827,0.412,0.006,,,,,,,
Alaska,2011,22.1,7.566667,75683,0.4,22.1,2122,22224,644,39212,88,451256,290,700703,44313,827,0.4103,0.0063,,,,,,,
Alaska,2012,22.4,7.133333,78957,0.4,22.4,2478,22704,676,40371,27,454689,268,711139,43235,956,0.4132,0.0051,,,,,,,
Alaska,2013,23.1,7.566667,74283,0.3,23.1,1692,23790,615,42832,125,457176,256,720316,42985,909,0.4143,0.0039,,,,,,,
Alaska,2014,22.8,7,72352,0.3,22.8,1550,23787,604,45247,117,458284,283,728300,42510,898,0.4146,0.0045,,,,,,,
Alaska,2015,19.6,6.866667,72943,0.3,19.6,1778,23755,754,47808,108,457470,298,733375,42349,710,0.4181,0.0062,,,,,,,
Alaska,2016,18.5,6.85,71086,0.3,18.5,1805,23008,715,49031,NA,456575,276,736855,41296,771,0.4174,0.0052,,,,,,,
Alaska,2017,18.1,6.94166667,71274,0.3,18.1,1697,22534,704,50162,NA,454498,386,738565,41069,818,0.418,0.0049,,,,,,,
Arizona,2005,6.1,NA,45052,1.8,6.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,
Arizona,2006,7.6,NA,45991,1.8,7.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,
Arizona,2007,8.8,NA,46194,1.8,8.8,23405,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,
Arizona,2008,8.8,NA,44182,1.8,8.8,17485,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,
Arizona,2009,6.5,9.925,40214,1.7,6.5,17612,216305,2077,1881878,0,3700053,1302,6324865,357018,2634,0.451,0.0024,,,,,,,
Arizona,2010,6.4,10.35,40183,1.7,6.4,17392,228860,1687,1814674,NA,3667031,1205,6246816,357771,2895,0.453,0.002,,,,,,,
Arizona,2011,6,9.5,40660,1.7,6,18225,238499,1872,1864375,NA,3686433,1365,6337373,361298,2831,0.4543,0.0018,,,,,,,
Arizona,2012,5.1,8.333333,40919,1.7,5.1,19502,246474,2255,1902946,NA,3701932,976,6410979,361205,2853,0.4571,0.0022,,,,,,,
Arizona,2013,5,9.5,40716,1.6,5,19675,252752,2304,1935948,NA,3716047,1152,6479703,365236,2748,0.4585,0.0019,,,,,,,
Arizona,2014,5.3,7.741667,40642,1.6,5.3,20060,257620,2445,1977026,NA,3734853,858,6561516,366883,2733,0.4614,0.0018,,,,,,,
Arizona,2015,5.2,6.8,41008,1.6,5.2,20089,264119,2194,2014711,NA,3752853,834,6641928,368472,2356,0.4651,0.0016,,,,,,,
Arizona,2016,4.5,5.4,41643,1.7,4.5,22007,270045,2471,2054849,NA,3777876,996,6728577,371213,2528,0.4682,0.0018,,,,,,,
Arizona,2017,4,4.89166667,42476,1.7,4,23333,276146,2242,2103523,NA,3786418,1010,6809946,374763,2585,0.469,0.0017,,,,,,,
Arkansas,2005,4.8,NA,37630,0.7,4.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,
Arkansas,2006,5.1,NA,37898,0.7,5.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,
Arkansas,2007,5.4,NA,37265,0.7,5.4,11164,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,
Arkansas,2008,5.9,NA,36803,0.7,5.9,12700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,
Arkansas,2009,4.2,7.825,35393,0.7,4.2,12135,437426,1408,153630,369,2149766,827,2838143,154669,1690,0.459,0.0028,,,,,,,
Arkansas,2010,4,8.191667,36250,0.7,4,12458,443320,1258,168427,269,2158805,657,2872684,156369,1848,0.459,0.003,,,,,,,
Arkansas,2011,4.2,8.291667,36830,0.7,4.2,11902,447041,1300,177869,189,2166104,715,2895928,155611,1667,0.4616,0.0021,,,,,,,
Arkansas,2012,3.2,7.575,36836,0.7,3.2,15762,450555,1322,185239,173,2172674,568,2916372,153653,1777,0.4618,0.0027,,,,,,,
Arkansas,2013,3.5,8.291667,37769,0.7,3.5,15113,452099,1310,192264,99,2176057,702,2933369,153080,1776,0.4646,0.0031,,,,,,,
Arkansas,2014,4.7,7.216667,38053,0.7,4.7,13440,455402,1476,198109,120,2178191,774,2947036,154539,1709,0.4661,0.0024,,,,,,,
Arkansas,2015,5.1,6.016667,38229,0.7,5.1,14039,456716,1306,203226,172,2177308,652,2958208,153879,1694,0.4702,0.0025,,,,,,,
Arkansas,2016,3.9,3.95,38303,0.6,3.9,12402,457822,1595,207049,192,2177900,652,2968472,155003,1642,0.4708,0.0028,,,,,,,
Arkansas,2017,5.1,3.70833333,38411,0.6,5.1,18079,457251,1636,213246,272,2174326,629,2977944,155607,1598,0.4732,0.0028,,,,,,,
California,2005,16.5,NA,55547,13.5,16.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,
California,2006,15.7,NA,57527,13.6,15.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,
California,2007,16.7,NA,58030,13.5,16.7,495094,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,
California,2008,18.4,NA,57675,13.5,18.4,549594,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,
California,2009,17.2,11.14167,54827,13.3,17.2,442490,2172247,6076,13102161,0,15446196,3915,36308527,2275771,6575,0.469,0.0019,,,,,,,
California,2010,17.5,12.225,55147,13.2,17.5,423691,2163955,5510,13456157,NA,15107042,3490,36637290,2337406,7585,0.469,0.001,,,,,,,
California,2011,17.1,11.70833,55565,13.2,17.1,390305,2159863,6014,13752743,NA,15028200,3218,36969200,2322261,7062,0.4725,8.00E-04,,,,,,,
California,2012,17.2,10.375,56492,13.2,17.2,407498,2152554,5496,14024109,NA,14977510,2675,37325068,2295531,6463,0.4751,9.00E-04,,,,,,,
California,2013,16.4,11.70833,58015,13.5,16.4,457151,2153341,5113,14270345,NA,14937880,2896,37659181,2266997,5502,0.4782,7.00E-04,,,,,,,
California,2014,16.3,8.941667,59871,13.7,16.3,346502,2155929,6064,14534449,NA,14905601,3435,38066920,2242397,6912,0.4823,7.00E-04,,,,,,,
California,2015,15.9,7.5,62347,14,15.9,350239,2160795,6110,14750686,NA,14879258,2834,38421464,2216175,7330,0.4858,8.00E-04,,,,,,,
California,2016,15.9,5.483333,63785,14.2,15.9,338163,2158363,5552,14903982,NA,14837242,2964,38654206,2196122,6653,0.488,0.001,,,,,,,
California,2017,15.5,4.78333333,66262,14.4,15.5,529053,2161459,6082,15105860,NA,14777594,3202,38982847,2174435,6696,0.4889,8.00E-04,,,,,,,
Colorado,2005,8.3,NA,54155,1.7,8.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,
Colorado,2006,7.7,NA,54259,1.7,7.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,
Colorado,2007,8.7,NA,55076,1.7,8.7,52339,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,
Colorado,2008,8,NA,54750,1.7,8,85136,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,
Colorado,2009,7,7.3,52769,1.7,7,84570,178252,1948,955664,657,3450428,1386,4843211,265414,2408,0.452,0.0024,,,,,,,
Colorado,2010,6.6,8.725,52452,1.7,6.6,85280,181454,1813,983326,845,3451276,1443,4887061,266442,1820,0.455,0.003,,,,,,,
Colorado,2011,8.2,8.358333,52459,1.7,8.2,87575,186206,1671,1011545,NA,3491019,1075,4966061,268008,2087,0.4555,0.0025,,,,,,,
Colorado,2012,7.8,7.891667,52663,1.7,7.8,76981,190846,2165,1040478,NA,3528458,1228,5042853,267159,2147,0.4559,0.0018,,,,,,,
Colorado,2013,7.6,8.358333,53607,1.7,7.6,82394,193256,1870,1064009,NA,3567335,1257,5119329,269935,2121,0.4568,0.0019,,,,,,,
Colorado,2014,9.5,6.85,55258,1.7,9.5,84022,198952,1832,1088602,NA,3605199,1164,5197580,271312,2065,0.4584,0.002,,,,,,,
Colorado,2015,8.4,4.991667,56708,1.7,8.4,87475,203276,2038,1112586,293,3646224,1198,5278906,274765,2366,0.4592,0.0018,,,,,,,
Colorado,2016,9.8,3.216667,57166,1.8,9.8,90347,207585,1986,1132292,503,3696127,1256,5359295,276496,2220,0.459,0.0017,,,,,,,
Colorado,2017,9.6,2.7,58686,1.8,9.6,93720,209885,2120,1157200,395,3731976,1143,5436519,279707,2065,0.4589,0.0019,,,,,,,
Connecticut,2005,15.9,NA,69144,1.6,15.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,
Connecticut,2006,15.6,NA,71524,1.6,15.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,
Connecticut,2007,15.6,NA,74031,1.6,15.6,28109,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,
Connecticut,2008,16.9,NA,73252,1.6,16.9,29034,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,
Connecticut,2009,17.3,7.925,69639,1.6,17.3,31890,316900,1508,406476,0,2584666,1380,3494487,207145,1663,0.481,0.0024,,,,,,,
Connecticut,2010,16.7,9.133333,69140,1.6,16.7,26522,326938,2171,447111,NA,2567005,1173,3545837,209960,1747,0.482,0.003,,,,,,,
Connecticut,2011,16.8,8.825,67452,1.5,16.8,31799,330025,1986,463407,NA,2554059,1534,3558172,209837,1670,0.4825,0.0025,,,,,,,
Connecticut,2012,14,8.35,67828,1.5,14,26913,333894,2040,480185,NA,2542435,1328,3572213,208060,1782,0.4846,0.0025,,,,,,,
Connecticut,2013,13.5,8.825,67062,1.5,13.5,10999,337758,1896,496939,NA,2526401,1229,3583561,207591,1735,0.4874,0.0021,,,,,,,
Connecticut,2014,14.8,7.808333,66147,1.4,14.8,11490,342043,1638,512795,NA,2508360,979,3592053,207007,1777,0.4919,0.0024,,,,,,,
Connecticut,2015,17,6.625,67710,1.4,17,13233,346206,2085,526508,NA,2487119,1188,3593222,204426,1811,0.493,0.0019,,,,,,,
Connecticut,2016,17.5,5.158333,67845,1.4,17.5,42878,347674,1972,537728,NA,2464450,1118,3588570,201320,1671,0.4947,0.0021,,,,,,,
Connecticut,2017,16.9,4.7,68184,1.4,16.9,66086,350820,1829,551916,NA,2446049,1131,3594478,199541,1756,0.495,0.0021,,,,,,,
Delaware,2005,11.8,NA,70962,0.4,11.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,
Delaware,2006,10.8,NA,71569,0.4,10.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,
Delaware,2007,12,NA,70244,0.4,12,9803,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,
Delaware,2008,13.4,NA,66363,0.4,13.4,6487,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,
Delaware,2009,11.9,8.258333,67738,0.4,11.9,8841,173903,960,57807,0,590627,415,863832,45088,814,0.435,0.0047,,,,,,,
Delaware,2010,11.4,8.416667,66715,0.4,11.4,9728,181911,995,66915,NA,585658,335,881278,47490,884,0.436,0.005,,,,,,,
Delaware,2011,10.5,7.5,68353,0.4,10.5,8276,185245,1071,70196,NA,586953,511,890856,47878,943,0.4376,0.0042,,,,,,,
Delaware,2012,10.4,7.208333,67719,0.4,10.4,9868,188442,1214,73230,NA,588086,365,900131,48127,1066,0.4373,0.0037,,,,,,,
Delaware,2013,10.3,7.5,64048,0.4,10.3,9672,190353,1176,76107,NA,588561,438,908446,47718,893,0.441,0.0037,,,,,,,
Delaware,2014,9.9,6.691667,68089,0.4,9.9,9588,193047,1159,78598,NA,590218,363,917060,47595,996,0.4433,0.0047,,,,,,,
Delaware,2015,9.2,5.716667,69976,0.4,9.2,11631,195058,1158,80706,NA,591922,410,926454,47072,914,0.4462,0.004,,,,,,,
Delaware,2016,11.4,4.516667,66485,0.4,11.4,12971,197550,1170,82662,NA,593565,330,934695,47395,964,0.4488,0.005,,,,,,,
Delaware,2017,10.7,4.475,65554,0.4,10.7,11644,201411,1277,84793,NA,594911,348,943732,46543,952,0.457,0.005,,,,,,,
District of Columbia,2005,11.3,NA,176245,0.7,11.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,
District of Columbia,2006,10.3,NA,175653,0.6,10.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,
District of Columbia,2007,10.3,NA,179241,0.7,10.3,930,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,
District of Columbia,2008,12.2,NA,183971,0.7,12.2,946,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,
District of Columbia,2009,10.4,9.275,179578,0.7,10.4,1405,321511,675,49813,0,187734,413,588433,27219,1039,0.54,0.0054,,,,,,,
District of Columbia,2010,9,9.408333,181733,0.7,9,1750,305427,692,51301,NA,194910,280,584400,25788,794,0.535,0.005,,,,,,,
District of Columbia,2011,8.3,10.15833,180775,0.7,8.3,702,304769,693,53372,NA,202229,297,593955,25042,795,0.5326,0.0053,,,,,,,
District of Columbia,2012,8.6,9.041667,177615,0.7,8.6,615,305141,676,56259,NA,209183,362,605759,25830,895,0.5315,0.0053,,,,,,,
District of Columbia,2013,9.3,10.15833,173236,0.7,9.3,758,305877,688,59479,NA,217331,250,619371,24710,850,0.5303,0.0048,,,,,,,
District of Columbia,2014,8.6,8.491667,173446,0.7,8.6,902,308766,820,62637,NA,224184,250,633736,24434,849,0.5295,0.0054,,,,,,,
District of Columbia,2015,10.4,7.766667,173621,0.7,10.4,1077,310678,718,65803,NA,230489,277,647484,24198,858,0.5317,0.0042,,,,,,,
District of Columbia,2016,9.5,6.1,174150,0.7,9.5,637,312557,714,69106,NA,235722,322,659009,24411,690,0.5334,0.0047,,,,,,,
District of Columbia,2017,9.8,6.05833333,173944,0.7,9.8,370,315159,826,71829,NA,241901,372,672391,23577,845,0.5314,0.0054,,,,,,,
Florida,2005,5.4,NA,45193,5.3,5.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,
Florida,2006,5.2,NA,45926,5.4,5.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,
Florida,2007,5.9,NA,45507,5.3,5.9,89038,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,
Florida,2008,6.4,NA,43353,5.1,6.4,112991,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,
Florida,2009,5.8,10.39167,40652,5,5.8,122882,2704846,4349,3746278,677,11025592,3158,18222420,929543,5152,0.469,0.0017,,,,,,,
Florida,2010,5.6,11.03333,40656,4.9,5.6,128278,2795887,5420,3995324,773,10932256,3187,18511620,950198,5027,0.471,0.002,,,,,,,
Florida,2011,6.3,9.991667,40001,4.8,6.3,143639,2831746,5009,4122759,194,10917419,3163,18688787,947097,4797,0.4735,0.0012,,,,,,,
Florida,2012,5.8,8.483333,39806,4.7,5.8,133149,2877254,5027,4247427,187,10917268,2982,18885152,942040,4634,0.476,0.0012,,,,,,,
Florida,2013,5.4,9.991667,40080,4.8,5.4,127338,2925982,5068,4369920,142,10926354,2435,19091156,942798,4537,0.4782,0.0014,,,,,,,
Florida,2014,5.7,7.233333,40547,4.8,5.7,127301,2979524,5942,4517191,170,10958680,3470,19361792,946234,4383,0.4812,0.0014,,,,,,,
Florida,2015,6.8,6.275,41491,4.9,6.8,129120,3035646,5751,4660733,157,11013749,2643,19645772,952670,4666,0.4843,0.0014,,,,,,,
Florida,2016,5.6,4.816667,42013,5,5.6,133067,3078918,6087,4806854,229,11080426,2714,19934451,959728,5176,0.4852,0.0011,,,,,,,
Florida,2017,5.6,4.2,42719,5,5.6,138255,3129406,5412,5015015,NA,11124951,2910,20278447,974449,4889,0.4858,0.0011,,,,,,,
Georgia,2005,5,NA,49915,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,
Georgia,2006,4.4,NA,49213,2.9,4.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,
Georgia,2007,4.4,NA,48456,2.9,4.4,74543,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,
Georgia,2008,3.7,NA,46652,2.8,3.7,76721,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,
Georgia,2009,4.6,9.933333,44306,2.8,4.6,78831,2792296,3268,735125,877,5543879,1857,9497667,553207,3611,0.465,0.0019,,,,,,,
Georgia,2010,4,10.49167,44588,2.8,4,80727,2843662,3687,784712,848,5381770,1799,9468815,554477,3763,0.465,0.002,,,,,,,
Georgia,2011,3.9,10.23333,44880,2.8,3.9,94172,2887601,3810,824037,775,5405212,1592,9600612,556759,3465,0.4688,0.0016,,,,,,,
Georgia,2012,4.4,9.191667,44855,2.7,4.4,96663,2932160,4092,853602,634,5424856,1232,9714569,554877,3888,0.4719,0.0016,,,,,,,
Georgia,2013,5.3,10.23333,45198,2.7,5.3,104044,2970755,4056,875849,634,5435939,1291,9810417,557704,3787,0.4749,0.0013,,,,,,,
Georgia,2014,4.3,8.2,46245,2.8,4.3,111077,3014233,4073,896717,655,5448717,1576,9907756,559190,4304,0.4775,0.0014,,,,,,,
Georgia,2015,4,7.1,47301,2.8,4,119852,3054350,4076,915120,643,5460401,1602,10006693,564811,3722,0.4801,0.0015,,,,,,,
Georgia,2016,3.9,5.366667,48353,2.9,3.9,130547,3105273,3920,926990,432,5466239,1743,10099320,572894,3539,0.4816,0.0015,,,,,,,
Georgia,2017,4,4.68333333,49610,2.9,4,150603,3150514,4312,950380,469,5469446,1939,10201635,583074,3713,0.4821,0.0016,,,,,,,
Hawaii,2005,25.8,NA,53039,0.5,25.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,
Hawaii,2006,24.7,NA,53754,0.5,24.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,
Hawaii,2007,23.4,NA,54110,0.5,23.4,9227,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,
Hawaii,2008,24.3,NA,53812,0.5,24.3,1908,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,
Hawaii,2009,23.5,7.125,51306,0.5,23.5,3069,29653,1141,110653,0,317780,510,1280241,68507,1169,0.427,0.0034,,,,,,,
Hawaii,2010,21.8,6.95,52059,0.5,21.8,2421,19659,647,115433,NA,306616,339,1333591,72987,1185,0.43,0.004,,,,,,,
Hawaii,2011,21.5,6.8,52260,0.5,21.5,2778,20123,717,119059,NA,308067,366,1346554,72661,1035,0.4284,0.0039,,,,,,,
Hawaii,2012,21.6,6.008333,52751,0.5,21.6,3777,20826,663,122882,NA,310367,295,1362730,70693,1105,0.4294,0.0037,,,,,,,
Hawaii,2013,22.1,6.8,52737,0.5,22.1,4365,22695,769,128171,NA,314177,252,1376298,69050,1234,0.4313,0.0033,,,,,,,
Hawaii,2014,21.8,4.883333,52676,0.4,21.8,4557,25044,733,133485,NA,318407,200,1392704,67250,1058,0.4321,0.0037,,,,,,,
Hawaii,2015,20.4,4.358333,54261,0.5,20.4,4302,26681,774,139251,NA,321832,231,1406299,66205,1068,0.4322,0.0034,,,,,,,
Hawaii,2016,19.9,2.95,55252,0.5,19.9,4631,23768,699,141827,NA,316285,287,1413673,64985,1028,0.4369,0.0034,,,,,,,
Hawaii,2017,21.3,2.41666667,56674,0.5,21.3,6556,23977,726,145381,NA,316047,257,1421658,63694,1029,0.4404,0.0033,,,,,,,
Idaho,2005,5.2,NA,38780,0.4,5.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,
Idaho,2006,6,NA,39212,0.4,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,
Idaho,2007,5.3,NA,39003,0.4,5.3,5944,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,
Idaho,2008,7.1,NA,38912,0.4,7.1,86955,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,
Idaho,2009,6.3,9,36725,0.4,6.3,89322,8181,631,149979,87,1271834,563,1492573,88970,1117,0.426,0.0039,,,,,,,
Idaho,2010,7.1,8.966667,36865,0.4,7.1,87256,7955,535,161337,59,1292746,575,1526797,91424,1073,0.429,0.003,,,,,,,
Idaho,2011,5.1,8.316667,36492,0.4,5.1,85490,8172,568,168949,59,1306061,453,1549987,91222,1043,0.4301,0.0035,,,,,,,
Idaho,2012,4.8,7.2,36206,0.4,4.8,84447,8121,530,175512,73,1316166,698,1567803,91239,1314,0.4281,0.0035,,,,,,,
Idaho,2013,4.7,8.316667,37127,0.4,4.7,83026,8267,608,180901,97,1324568,555,1583364,92004,1354,0.4318,0.0034,,,,,,,
Idaho,2014,5.3,6.116667,37631,0.4,5.3,83424,8699,525,186374,NA,1333061,471,1599464,92891,1349,0.4375,0.0041,,,,,,,
Idaho,2015,6.8,4.833333,38206,0.4,6.8,82692,9346,654,191314,110,1342562,453,1616547,94041,1209,0.4418,0.0037,,,,,,,
Idaho,2016,6.1,3.8,38941,0.4,6.1,86737,9818,648,195589,101,1355896,322,1635483,94610,1193,0.4457,0.0039,,,,,,,
Idaho,2017,4.8,3.225,39454,0.4,4.8,4997,10658,648,201978,NA,1368118,363,1657375,96513,1102,0.4478,0.0046,,,,,,,
Illinois,2005,16.9,NA,54393,4.5,16.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,
Illinois,2006,16.4,NA,55718,4.5,16.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,
Illinois,2007,14.5,NA,56137,4.5,14.5,34428,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,
Illinois,2008,16.6,NA,54870,4.4,16.6,32995,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,
Illinois,2009,17.5,10.2,53370,4.5,17.5,15639,1855912,3687,1872619,384,8330734,2615,12785043,737669,3859,0.465,0.0022,,,,,,,
Illinois,2010,15.5,10.36667,54121,4.4,15.5,35717,1837744,3229,1939928,321,8202650,1787,12745359,748860,3993,0.465,0.002,,,,,,,
Illinois,2011,16.2,9.691667,54950,4.4,16.2,39961,1835970,3935,1987211,354,8177405,2195,12790182,745729,3291,0.4672,0.0014,,,,,,,
Illinois,2012,14.6,8.991667,55937,4.4,14.6,30058,1834505,3311,2027384,386,8149479,2282,12823860,739425,3790,0.4681,0.0013,,,,,,,
Illinois,2013,15.8,9.691667,56179,4.4,15.8,34955,1825101,3574,2060706,349,8126804,2071,12848554,731254,3135,0.4714,0.0014,,,,,,,
Illinois,2014,15.1,9.041667,57028,4.4,15.1,33916,1822304,3559,2095495,334,8088630,1797,12868747,722126,3438,0.4731,0.0013,,,,,,,
Illinois,2015,15.2,7.1,57875,4.4,15.2,29497,1818938,3662,2122841,425,8041878,1771,12873761,714434,3184,0.4768,0.0014,,,,,,,
Illinois,2016,14.5,5.808333,58250,4.3,14.5,29950,1810559,3810,2136474,295,7996856,1824,12851684,703720,3384,0.4789,0.0013,,,,,,,
Illinois,2017,15,4.90833333,58942,4.2,15,36607,1806398,3175,2162070,231,7955484,1458,12854526,697554,3065,0.4809,0.0013,,,,,,,
Indiana,2005,12.4,NA,45471,1.9,12.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,
Indiana,2006,12,NA,45995,1.8,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,
Indiana,2007,12,NA,46934,1.9,12,4292,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,
Indiana,2008,12.4,NA,46424,1.9,12.4,111923,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,
Indiana,2009,10.6,10.29167,42957,1.8,10.6,38281,542935,2290,321320,277,5278779,1505,6342469,351748,2082,0.433,0.0021,,,,,,,
Indiana,2010,10.9,10.34167,45472,1.9,10.9,37068,565835,2696,361472,147,5271451,1442,6417398,362412,2349,0.434,0.002,,,,,,,
Indiana,2011,11.3,9.108333,45499,1.9,11.3,15510,568736,2827,377169,230,5279665,1266,6454254,362033,2529,0.4373,0.0017,,,,,,,
Indiana,2012,9.1,8.35,45514,1.8,9.1,18619,574702,2253,389094,118,5284553,1323,6485530,361840,2363,0.4396,0.0019,,,,,,,
Indiana,2013,9.3,9.108333,46270,1.8,9.3,18549,584570,2370,400788,134,5286405,1279,6514861,360227,2370,0.4432,0.0019,,,,,,,
Indiana,2014,10.7,7.633333,47583,1.9,10.7,18602,589861,2547,411536,80,5286730,1063,6542411,360407,2196,0.445,0.0017,,,,,,,
Indiana,2015,10,5.958333,47153,1.8,10,18119,594251,3056,421206,151,5288121,1149,6568645,360382,2449,0.4483,0.0019,,,,,,,
